# x, y, z, u, v, w
2.454369260617025983e+00,5.399612373357456363e+00,4.908738521234051744e-01,-1.547991461297006932e+00,1.855675142363580610e-01,7.009834430058221599e-01
2.650718801466387831e+00,5.399612373357456363e+00,4.908738521234051744e-01,-1.578134470883574503e+00,4.400917726757633819e-01,2.212007331514472819e-01
2.847068342315750122e+00,5.399612373357456363e+00,4.908738521234051744e-01,-1.559566198114975988e+00,6.370595123241024060e-01,3.302035617915202725e-01
3.043417883165111970e+00,5.399612373357456363e+00,4.908738521234051744e-01,-1.426764839554071518e+00,7.345370285819242673e-01,1.203593078591783883e+00
3.239767424014474262e+00,5.399612373357456363e+00,4.908738521234051744e-01,-1.098413813694132601e+00,5.346359675987626403e-01,2.266633175523760535e+00
3.436116964863836110e+00,5.399612373357456363e+00,4.908738521234051744e-01,-6.427998933951053484e-01,1.108910772886029933e-01,2.397508490557705318e+00
3.632466505713198401e+00,5.399612373357456363e+00,4.908738521234051744e-01,-2.810717403238182088e-01,-1.304218233118221715e-01,1.146836900713887442e+00
3.828816046562560249e+00,5.399612373357456363e+00,4.908738521234051744e-01,-2.026314496294153722e-01,5.843578658126127173e-02,-5.922494484583316066e-01
4.025165587411922985e+00,5.399612373357456363e+00,4.908738521234051744e-01,-3.665359299999298992e-01,3.562810358352106466e-01,-1.484527369771652117e+00
4.221515128261284389e+00,5.399612373357456363e+00,4.908738521234051744e-01,-5.072297521449656843e-01,3.131056272504824101e-01,-1.120290674027071720e+00
4.417864669110645792e+00,5.399612373357456363e+00,4.908738521234051744e-01,-3.844970489631930888e-01,4.533118549756784410e-02,-3.053573569515480868e-01
4.614214209960008972e+00,5.399612373357456363e+00,4.908738521234051744e-01,-3.508342286654926589e-02,-6.138388993889052486e-02,3.233692759852165380e-03
4.810563750809370376e+00,5.399612373357456363e+00,4.908738521234051744e-01,2.822203711561420691e-01,-7.337257961444540455e-02,-1.248845828266058888e-01
5.006913291658733556e+00,5.399612373357456363e+00,4.908738521234051744e-01,3.887612944323175501e-01,-2.580702640352942057e-01,3.117859342684639601e-02
5.203262832508094959e+00,5.399612373357456363e+00,4.908738521234051744e-01,3.423929152953857913e-01,-4.452724234698476891e-01,4.888845717961518567e-01
5.399612373357456363e+00,5.399612373357456363e+00,4.908738521234051744e-01,3.048333049948175888e-01,-3.363168471049365893e-01,6.015979249157443753e-01
5.595961914206819543e+00,5.399612373357456363e+00,4.908738521234051744e-01,3.661224483741243318e-01,-5.928680935916145339e-02,2.871535908503884404e-01
5.792311455056180947e+00,5.399612373357456363e+00,4.908738521234051744e-01,5.168016472596879129e-01,1.345464667496791000e-01,9.289286647970204647e-02
5.988660995905542350e+00,5.399612373357456363e+00,4.908738521234051744e-01,7.024494480993541679e-01,2.743512363972939183e-01,2.050858123830127666e-01
6.185010536754905530e+00,5.399612373357456363e+00,4.908738521234051744e-01,8.258129784280885399e-01,4.628024521632522759e-01,2.797868629894503245e-01
9.817477042468103487e-02,5.595961914206819543e+00,4.908738521234051744e-01,4.225483313081787040e-01,8.667442773252949095e-01,-6.534143998603132442e-01
2.945243112740431046e-01,5.595961914206819543e+00,4.908738521234051744e-01,-2.505792078619308721e-02,1.065325038148555059e+00,-4.287878636749560823e-01
4.908738521234051744e-01,5.595961914206819543e+00,4.908738521234051744e-01,-5.270209096399829374e-01,9.661884468275286908e-01,6.503027576164213674e-02
6.872233929727672441e-01,5.595961914206819543e+00,4.908738521234051744e-01,-7.552340109539589230e-01,7.881139532650625057e-01,5.586972392428308787e-01
8.835729338221293139e-01,5.595961914206819543e+00,4.908738521234051744e-01,-4.382011375798069985e-01,8.691678033163737771e-01,7.257947147856000925e-01
1.079922474671491273e+00,5.595961914206819543e+00,4.908738521234051744e-01,3.307008217954766072e-01,1.000548328619369043e+00,3.141182925451754815e-01
1.276272015520853564e+00,5.595961914206819543e+00,4.908738521234051744e-01,1.109133169320600132e+00,6.770894931923244764e-01,-4.761582968725734943e-01
1.472621556370215412e+00,5.595961914206819543e+00,4.908738521234051744e-01,1.404119765209357551e+00,-9.662018441533110069e-02,-8.374065224204846336e-01
1.668971097219577704e+00,5.595961914206819543e+00,4.908738521234051744e-01,9.581857462896486988e-01,-7.893476546799972349e-01,-2.162171836231651378e-01
1.865320638068939552e+00,5.595961914206819543e+00,4.908738521234051744e-01,-8.286502745038713813e-02,-1.010058616071720428e+00,8.574694003677200138e-01
2.061670178918301843e+00,5.595961914206819543e+00,4.908738521234051744e-01,-1.213344290073418374e+00,-8.164907839770204623e-01,1.440357184792520728e+00
2.258019719767663691e+00,5.595961914206819543e+00,4.908738521234051744e-01,-1.944375287840531819e+00,-4.945663272232028174e-01,1.334844292605662730e+00
2.454369260617025983e+00,5.595961914206819543e+00,4.908738521234051744e-01,-2.214079024332771262e+00,-2.202899471273842558e-01,9.864923738460350533e-01
2.650718801466387831e+00,5.595961914206819543e+00,4.908738521234051744e-01,-2.316279233959856576e+00,9.515030638266425145e-02,7.179242654370924237e-01
2.847068342315750122e+00,5.595961914206819543e+00,4.908738521234051744e-01,-2.439249380148482693e+00,5.256064049853401698e-01,7.045855708628754321e-01
3.043417883165111970e+00,5.595961914206819543e+00,4.908738521234051744e-01,-2.458732343242282070e+00,7.903208896625166791e-01,1.147950901120019296e+00
3.239767424014474262e+00,5.595961914206819543e+00,4.908738521234051744e-01,-2.218438043533482507e+00,5.192964114924252250e-01,1.779260713334609667e+00
3.436116964863836110e+00,5.595961914206819543e+00,4.908738521234051744e-01,-1.810476426408332173e+00,-1.696933423117747142e-01,1.709501272389328141e+00
3.632466505713198401e+00,5.595961914206819543e+00,4.908738521234051744e-01,-1.468545215695754580e+00,-6.086734916948440821e-01,4.271202159745916549e-01
3.828816046562560249e+00,5.595961914206819543e+00,4.908738521234051744e-01,-1.311158734925944591e+00,-3.149818304669066982e-01,-1.395786114126665645e+00
4.025165587411922985e+00,5.595961914206819543e+00,4.908738521234051744e-01,-1.255213538619299074e+00,2.974949065105188528e-01,-2.520031116907455626e+00
4.221515128261284389e+00,5.595961914206819543e+00,4.908738521234051744e-01,-1.085999212418387039e+00,4.695464195424046139e-01,-2.352611058911749264e+00
4.417864669110645792e+00,5.595961914206819543e+00,4.908738521234051744e-01,-6.250041635815076768e-01,2.223608366391143509e-01,-1.386268099244117202e+00
4.614214209960008972e+00,5.595961914206819543e+00,4.908738521234051744e-01,5.391646258993633423e-02,1.438501747155753185e-01,-5.088736401645513885e-01
4.810563750809370376e+00,5.595961914206819543e+00,4.908738521234051744e-01,6.192173021369209440e-01,3.015363901653451140e-01,2.909415325736575131e-02
5.006913291658733556e+00,5.595961914206819543e+00,4.908738521234051744e-01,8.067082843516441004e-01,2.826506563086207957e-01,5.627852216313660172e-01
5.203262832508094959e+00,5.595961914206819543e+00,4.908738521234051744e-01,7.018774892498584883e-01,7.530898295378174456e-02,1.020134751334451417e+00
5.399612373357456363e+00,5.595961914206819543e+00,4.908738521234051744e-01,6.037132634589800206e-01,3.457000156366644983e-02,9.336328796849298062e-01
5.595961914206819543e+00,5.595961914206819543e+00,4.908738521234051744e-01,6.624200019900023939e-01,2.072614989453028800e-01,3.797632621429238298e-01
5.792311455056180947e+00,5.595961914206819543e+00,4.908738521234051744e-01,7.741148046345670553e-01,3.618616322558389498e-01,-1.128323133639044379e-01
5.988660995905542350e+00,5.595961914206819543e+00,4.908738521234051744e-01,7.963119481669834743e-01,4.377817783187841760e-01,-3.785803717373563693e-01
6.185010536754905530e+00,5.595961914206819543e+00,4.908738521234051744e-01,6.875030812036023731e-01,5.850204538154448741e-01,-5.736648855573408534e-01
9.817477042468103487e-02,5.792311455056180947e+00,4.908738521234051744e-01,-1.507018298264538314e-01,1.162553772440261257e+00,-8.529426560495207976e-01
2.945243112740431046e-01,5.792311455056180947e+00,4.908738521234051744e-01,-5.256883990920353522e-01,1.390200202212607428e+00,-3.320474935021624496e-01
4.908738521234051744e-01,5.792311455056180947e+00,4.908738521234051744e-01,-7.592113610015794878e-01,1.174577226996200707e+00,4.429825237482207245e-01
6.872233929727672441e-01,5.792311455056180947e+00,4.908738521234051744e-01,-7.750034836913914926e-01,6.689443351806461102e-01,9.642130474864289980e-01
8.835729338221293139e-01,5.792311455056180947e+00,4.908738521234051744e-01,-3.910498799902450417e-01,3.869279625531765743e-01,8.701596743462287620e-01
1.079922474671491273e+00,5.792311455056180947e+00,4.908738521234051744e-01,4.263797610791899007e-01,4.325755562544162935e-01,1.500246012629258274e-01
1.276272015520853564e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.334099643847448169e+00,4.428050408932889814e-01,-7.328682609701414608e-01
1.472621556370215412e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.763962542762287811e+00,2.512959357228011226e-01,-9.928083676013577108e-01
1.668971097219577704e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.331746765055361603e+00,4.426531461177381221e-02,-3.069378411077646751e-01
1.865320638068939552e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.725671225856426072e-01,-9.286278684250058590e-02,6.983543825976691322e-01
2.061670178918301843e+00,5.792311455056180947e+00,4.908738521234051744e-01,-1.108377264087765157e+00,-2.701410132882051673e-01,1.226572222181098182e+00
2.258019719767663691e+00,5.792311455056180947e+00,4.908738521234051744e-01,-1.951047326779393076e+00,-4.804229139870266341e-01,1.247280883902697202e+00
2.454369260617025983e+00,5.792311455056180947e+00,4.908738521234051744e-01,-2.316518681108195477e+00,-5.052266367404817382e-01,1.183048637832613270e+00
2.650718801466387831e+00,5.792311455056180947e+00,4.908738521234051744e-01,-2.541564251708600342e+00,-1.449691160987229832e-01,1.137779249196610776e+00
2.847068342315750122e+00,5.792311455056180947e+00,4.908738521234051744e-01,-2.805979714115839130e+00,4.514307329965727700e-01,1.027586350688530770e+00
3.043417883165111970e+00,5.792311455056180947e+00,4.908738521234051744e-01,-2.951835430453906284e+00,7.651389712231119189e-01,1.015283833810253666e+00
3.239767424014474262e+00,5.792311455056180947e+00,4.908738521234051744e-01,-2.823169894658194679e+00,3.882614682342425683e-01,1.134297148484104900e+00
3.436116964863836110e+00,5.792311455056180947e+00,4.908738521234051744e-01,-2.534988194777230586e+00,-4.841494570200093328e-01,8.664128205765420088e-01
3.632466505713198401e+00,5.792311455056180947e+00,4.908738521234051744e-01,-2.285171323154285616e+00,-1.067173063527420362e+00,-2.618904911446466865e-01
3.828816046562560249e+00,5.792311455056180947e+00,4.908738521234051744e-01,-2.086646478038063357e+00,-7.423901984812069088e-01,-1.895097722961515352e+00
4.025165587411922985e+00,5.792311455056180947e+00,4.908738521234051744e-01,-1.795380879075413771e+00,5.990573668999231438e-02,-3.055299248918270649e+00
4.221515128261284389e+00,5.792311455056180947e+00,4.908738521234051744e-01,-1.258288912924775627e+00,3.688051178178058942e-01,-3.032466103606708874e+00
4.417864669110645792e+00,5.792311455056180947e+00,4.908738521234051744e-01,-4.163111848393294401e-01,1.035545930485838456e-01,-2.002789347625994587e+00
4.614214209960008972e+00,5.792311455056180947e+00,4.908738521234051744e-01,5.779138012490628862e-01,3.428639562630884235e-02,-7.752995049816404638e-01
4.810563750809370376e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.366929034254870112e+00,4.063170984855181134e-01,1.017810697127326802e-01
5.006913291658733556e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.669877196138083386e+00,6.734107087500660338e-01,6.303270960938273104e-01
5.203262832508094959e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.567965675633190337e+00,5.559118610632350910e-01,7.718716850748519320e-01
5.399612373357456363e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.397744041790074609e+00,4.049781388911952718e-01,4.050661370565584174e-01
5.595961914206819543e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.334778229202683519e+00,4.933154051095391956e-01,-1.647454022994574996e-01
5.792311455056180947e+00,5.792311455056180947e+00,4.908738521234051744e-01,1.223785400979977789e+00,6.641387524083008920e-01,-5.231609436279230918e-01
5.988660995905542350e+00,5.792311455056180947e+00,4.908738521234051744e-01,8.773561337495783263e-01,7.430869039068744852e-01,-7.185771505970209860e-01
6.185010536754905530e+00,5.792311455056180947e+00,4.908738521234051744e-01,3.538360807669106989e-01,8.613949624132539729e-01,-9.016153833898019609e-01
9.817477042468103487e-02,5.988660995905542350e+00,4.908738521234051744e-01,-5.457068969143357151e-01,1.291785754919035023e+00,-4.407189248834416095e-01
2.945243112740431046e-01,5.988660995905542350e+00,4.908738521234051744e-01,-7.171364664035810854e-01,1.368830239720599140e+00,2.052405930107020215e-01
4.908738521234051744e-01,5.988660995905542350e+00,4.908738521234051744e-01,-6.779858110807438498e-01,1.058501573073027613e+00,1.067404012459257867e+00
6.872233929727672441e-01,5.988660995905542350e+00,4.908738521234051744e-01,-5.726857092670423199e-01,4.809639637971090953e-01,1.504017359820150279e+00
8.835729338221293139e-01,5.988660995905542350e+00,4.908738521234051744e-01,-3.263519005240267945e-01,6.104678228681752888e-02,1.128296698212335913e+00
1.079922474671491273e+00,5.988660995905542350e+00,4.908738521234051744e-01,1.766543771000815277e-01,2.867668316902386143e-03,1.262865513287819430e-01
1.276272015520853564e+00,5.988660995905542350e+00,4.908738521234051744e-01,7.647364190614254209e-01,1.570145921920619858e-01,-8.491491765633366606e-01
1.472621556370215412e+00,5.988660995905542350e+00,4.908738521234051744e-01,1.019898588603993073e+00,3.681493198259391808e-01,-1.068498422973234829e+00
1.668971097219577704e+00,5.988660995905542350e+00,4.908738521234051744e-01,6.546649627560880980e-01,5.703169634358149498e-01,-3.617100868151687521e-01
1.865320638068939552e+00,5.988660995905542350e+00,4.908738521234051744e-01,-1.921032853255116857e-01,5.508224645685084742e-01,6.411555160132059727e-01
2.061670178918301843e+00,5.988660995905542350e+00,4.908738521234051744e-01,-1.054739374814939401e+00,1.252467118786682043e-01,1.203117628323739030e+00
2.258019719767663691e+00,5.988660995905542350e+00,4.908738521234051744e-01,-1.580987152931416562e+00,-4.559754876436400983e-01,1.251934987495658680e+00
2.454369260617025983e+00,5.988660995905542350e+00,4.908738521234051744e-01,-1.822183085207643494e+00,-6.717179279092934108e-01,1.166547896841553689e+00
2.650718801466387831e+00,5.988660995905542350e+00,4.908738521234051744e-01,-2.025930648684493907e+00,-2.939935801254495162e-01,1.084513590053115983e+00
2.847068342315750122e+00,5.988660995905542350e+00,4.908738521234051744e-01,-2.258161154966615403e+00,3.381863168525730545e-01,8.961353592444386562e-01
3.043417883165111970e+00,5.988660995905542350e+00,4.908738521234051744e-01,-2.358744910588549182e+00,6.281807359205560104e-01,6.969983656811052919e-01
3.239767424014474262e+00,5.988660995905542350e+00,4.908738521234051744e-01,-2.231801442499060872e+00,2.680292137033876143e-01,6.288476279385594170e-01
3.436116964863836110e+00,5.988660995905542350e+00,4.908738521234051744e-01,-2.030505869860995460e+00,-5.208844040297393452e-01,4.215308252582224968e-01
3.632466505713198401e+00,5.988660995905542350e+00,4.908738521234051744e-01,-1.954181474394701468e+00,-1.058065487694329843e+00,-3.275000057060123426e-01
3.828816046562560249e+00,5.988660995905542350e+00,4.908738521234051744e-01,-1.957676061023360559e+00,-7.617664387018557859e-01,-1.505535835756660390e+00
4.025165587411922985e+00,5.988660995905542350e+00,4.908738521234051744e-01,-1.787368866808827894e+00,-2.302138631711274017e-02,-2.433552126599753507e+00
4.221515128261284389e+00,5.988660995905542350e+00,4.908738521234051744e-01,-1.238237171027714467e+00,1.679114156222928089e-01,-2.448816205883399100e+00
4.417864669110645792e+00,5.988660995905542350e+00,4.908738521234051744e-01,-3.213565134323420613e-01,-2.732204878748471510e-01,-1.549795077967124124e+00
4.614214209960008972e+00,5.988660995905542350e+00,4.908738521234051744e-01,7.262388016824350423e-01,-4.375013058986161329e-01,-3.973207222506559555e-01
4.810563750809370376e+00,5.988660995905542350e+00,4.908738521234051744e-01,1.564576144305854344e+00,7.355892491813628697e-02,4.040070831682460728e-01
5.006913291658733556e+00,5.988660995905542350e+00,4.908738521234051744e-01,1.960485775300183420e+00,6.442608213711187304e-01,6.797814561409512013e-01
5.203262832508094959e+00,5.988660995905542350e+00,4.908738521234051744e-01,1.945307807555338053e+00,7.381232450804176004e-01,3.907138322073215875e-01
5.399612373357456363e+00,5.988660995905542350e+00,4.908738521234051744e-01,1.757858605741525526e+00,5.954603660661702547e-01,-3.076900927339968894e-01
5.595961914206819543e+00,5.988660995905542350e+00,4.908738521234051744e-01,1.556369956642071006e+00,6.476990844986233453e-01,-8.554456914467567508e-01
5.792311455056180947e+00,5.988660995905542350e+00,4.908738521234051744e-01,1.236524905259796636e+00,8.700226943089711673e-01,-8.858217890060953170e-01
5.988660995905542350e+00,5.988660995905542350e+00,4.908738521234051744e-01,6.606228965158847943e-01,1.015969199352617203e+00,-7.006656785700232648e-01
6.185010536754905530e+00,5.988660995905542350e+00,4.908738521234051744e-01,-3.721211238191943216e-02,1.112106799874626795e+00,-6.312451873971774985e-01
9.817477042468103487e-02,6.185010536754905530e+00,4.908738521234051744e-01,-5.534733702533638500e-01,1.104592371617800772e+00,3.959270022016299351e-02
2.945243112740431046e-01,6.185010536754905530e+00,4.908738521234051744e-01,-4.316377342265511063e-01,1.008263722346400382e+00,7.302304724352882692e-01
4.908738521234051744e-01,6.185010536754905530e+00,4.908738521234051744e-01,-3.108736287094195916e-01,7.187796250654624464e-01,1.528993249506747976e+00
6.872233929727672441e-01,6.185010536754905530e+00,4.908738521234051744e-01,-3.483551545494888990e-01,2.913778445741249112e-01,1.790732697647087424e+00
8.835729338221293139e-01,6.185010536754905530e+00,4.908738521234051744e-01,-4.158176692561486587e-01,-9.148085432617955592e-02,1.152986347792767097e+00
1.079922474671491273e+00,6.185010536754905530e+00,4.908738521234051744e-01,-3.352894020761192362e-01,-2.446104698984761239e-01,-6.775409071646676384e-02
1.276272015520853564e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.667780213543355872e-01,-1.151171418442388517e-01,-1.130676136355991179e+00
1.472621556370215412e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.456521544167491411e-01,2.030031709412301322e-01,-1.374066541315930090e+00
1.668971097219577704e+00,6.185010536754905530e+00,4.908738521234051744e-01,-3.987711645056323251e-01,5.110248565687495192e-01,-6.624929057609051375e-01
1.865320638068939552e+00,6.185010536754905530e+00,4.908738521234051744e-01,-8.048417578596086530e-01,5.024090913849803552e-01,4.780623623012569268e-01
2.061670178918301843e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.130356961212059197e+00,2.640818561063330502e-02,1.267336949692124293e+00
2.258019719767663691e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.265799326277912140e+00,-5.932000253695802749e-01,1.335719899961042012e+00
2.454369260617025983e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.283989651139912924e+00,-8.286915096905083100e-01,9.436391389732435853e-01
2.650718801466387831e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.285529037038999345e+00,-5.207358799766916846e-01,5.198931184536936811e-01
2.847068342315750122e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.269477361125330273e+00,-1.641053856710345676e-02,2.426639190978792660e-01
3.043417883165111970e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.154436320530311200e+00,2.404951581187060872e-01,1.654626842485165672e-01
3.239767424014474262e+00,6.185010536754905530e+00,4.908738521234051744e-01,-9.064918574247035066e-01,1.083273411938587977e-01,2.848048837688764157e-01
3.436116964863836110e+00,6.185010536754905530e+00,4.908738521234051744e-01,-6.814485463378532337e-01,-2.578628958199124521e-01,3.561738954942641477e-01
3.632466505713198401e+00,6.185010536754905530e+00,4.908738521234051744e-01,-7.354459651490502514e-01,-4.636016588350710954e-01,8.133193474745410712e-02
3.828816046562560249e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.076506884493099392e+00,-1.490923560046254204e-01,-4.912433413113704295e-01
4.025165587411922985e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.350117633369352754e+00,3.238168883453687030e-01,-9.452456081274162036e-01
4.221515128261284389e+00,6.185010536754905530e+00,4.908738521234051744e-01,-1.196710083276146142e+00,1.474023481227215715e-01,-8.573213135341727353e-01
4.417864669110645792e+00,6.185010536754905530e+00,4.908738521234051744e-01,-6.073074617531750707e-01,-6.157097184539890300e-01,-2.386355540979856193e-01
4.614214209960008972e+00,6.185010536754905530e+00,4.908738521234051744e-01,1.399841404961821856e-01,-9.961244382056971824e-01,4.697246174697041199e-01
4.810563750809370376e+00,6.185010536754905530e+00,4.908738521234051744e-01,7.699241030449217593e-01,-5.449308267546668638e-01,9.021428146727205055e-01
5.006913291658733556e+00,6.185010536754905530e+00,4.908738521234051744e-01,1.142384441252923377e+00,1.524796563127824300e-01,9.061440699762535189e-01
5.203262832508094959e+00,6.185010536754905530e+00,4.908738521234051744e-01,1.219669801757102157e+00,4.523631917098439592e-01,3.233534154758482826e-01
5.399612373357456363e+00,6.185010536754905530e+00,4.908738521234051744e-01,1.063916239275162212e+00,4.276193858612508114e-01,-6.867245001098660762e-01
5.595961914206819543e+00,6.185010536754905530e+00,4.908738521234051744e-01,7.897009627531578202e-01,5.073151721676210091e-01,-1.400265303324666810e+00
5.792311455056180947e+00,6.185010536754905530e+00,4.908738521234051744e-01,4.293415677377575568e-01,7.836501804585331854e-01,-1.315366907187127898e+00
5.988660995905542350e+00,6.185010536754905530e+00,4.908738521234051744e-01,-2.247569665481619766e-02,1.013378848031469381e+00,-7.861597136616584880e-01
6.185010536754905530e+00,6.185010536754905530e+00,4.908738521234051744e-01,-4.215015620312979050e-01,1.094991939591200447e+00,-3.562993722361338933e-01
9.817477042468103487e-02,9.817477042468103487e-02,6.872233929727672441e-01,-1.991163899898058809e-01,2.577340625999416379e-01,4.286936607820678313e-01
2.945243112740431046e-01,9.817477042468103487e-02,6.872233929727672441e-01,-8.692659131186428190e-02,4.672210384082543522e-01,1.150480607206771699e+00
4.908738521234051744e-01,9.817477042468103487e-02,6.872233929727672441e-01,-1.674640325501242921e-01,8.326877567509868294e-01,1.874123484811119900e+00
6.872233929727672441e-01,9.817477042468103487e-02,6.872233929727672441e-01,-4.582012544158470813e-01,1.059192651143205266e+00,1.934720591181243288e+00
8.835729338221293139e-01,9.817477042468103487e-02,6.872233929727672441e-01,-7.468061274333653854e-01,9.549373121985569313e-01,1.079824459203198472e+00
1.079922474671491273e+00,9.817477042468103487e-02,6.872233929727672441e-01,-8.690056362226223907e-01,6.433296526182022967e-01,-1.925915248786489453e-01
1.276272015520853564e+00,9.817477042468103487e-02,6.872233929727672441e-01,-8.993173112915543443e-01,3.820025906791799652e-01,-1.086321943862602168e+00
1.472621556370215412e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.015596063652270953e+00,2.333793823024916669e-01,-1.080269804442526960e+00
1.668971097219577704e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.252685825697183786e+00,8.023327682173492237e-02,-2.218253726108141977e-01
1.865320638068939552e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.447235115690675089e+00,-1.730317353115242152e-01,8.953538326691871108e-01
2.061670178918301843e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.408567116105320594e+00,-4.890643104892183901e-01,1.495290558228840050e+00
2.258019719767663691e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.119869698046770390e+00,-7.216155672261184151e-01,1.226078176819512366e+00
2.454369260617025983e+00,9.817477042468103487e-02,6.872233929727672441e-01,-7.437859152448063060e-01,-7.661552399031910099e-01,5.120395077846441323e-01
2.650718801466387831e+00,9.817477042468103487e-02,6.872233929727672441e-01,-4.293382765274491031e-01,-6.297226508582941529e-01,8.793771398633271064e-02
2.847068342315750122e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.709006759181943558e-01,-3.791735164130312086e-01,1.657202261901864204e-01
3.043417883165111970e+00,9.817477042468103487e-02,6.872233929727672441e-01,1.533014303048366722e-01,-8.529859200442360678e-02,3.601055362702403895e-01
3.239767424014474262e+00,9.817477042468103487e-02,6.872233929727672441e-01,6.179484485911075353e-01,1.944898889653417506e-01,3.454193673937969722e-01
3.436116964863836110e+00,9.817477042468103487e-02,6.872233929727672441e-01,1.029862669955997179e+00,3.779890026986778562e-01,2.103913690869932962e-01
3.632466505713198401e+00,9.817477042468103487e-02,6.872233929727672441e-01,9.674793239450085736e-01,4.585639353302522481e-01,1.697714909087865987e-01
3.828816046562560249e+00,9.817477042468103487e-02,6.872233929727672441e-01,2.708963985995275769e-01,5.176778219403320724e-01,2.083399144578841067e-01
4.025165587411922985e+00,9.817477042468103487e-02,6.872233929727672441e-01,-6.475930876418889426e-01,3.577687102864071655e-01,1.891974023042913289e-01
4.221515128261284389e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.216723028249411476e+00,-3.568784765971816930e-01,1.605081664589489976e-01
4.417864669110645792e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.267284824079724981e+00,-1.317959893280964412e+00,2.878229367705992248e-01
4.614214209960008972e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.011910465869649833e+00,-1.719633878815397310e+00,6.313573060400848869e-01
4.810563750809370376e+00,9.817477042468103487e-02,6.872233929727672441e-01,-6.678480250552359943e-01,-1.326725895993934978e+00,1.124000455402254905e+00
5.006913291658733556e+00,9.817477042468103487e-02,6.872233929727672441e-01,-3.208741672493613528e-01,-6.787744128512218644e-01,1.463117803111258386e+00
5.203262832508094959e+00,9.817477042468103487e-02,6.872233929727672441e-01,-5.310096161771931528e-02,-2.939554144709582983e-01,1.137410899873617875e+00
5.399612373357456363e+00,9.817477042468103487e-02,6.872233929727672441e-01,4.194193366970877523e-02,-1.828283748135107745e-01,8.888051302651744923e-02
5.595961914206819543e+00,9.817477042468103487e-02,6.872233929727672441e-01,-2.257680263172206700e-02,-5.955325494200538333e-02,-8.991449992311473238e-01
5.792311455056180947e+00,9.817477042468103487e-02,6.872233929727672441e-01,-1.506864787650258330e-01,1.871909053188408889e-01,-1.063379547735139319e+00
5.988660995905542350e+00,9.817477042468103487e-02,6.872233929727672441e-01,-2.668397380721146406e-01,3.451997578027044544e-01,-5.792557225126744314e-01
6.185010536754905530e+00,9.817477042468103487e-02,6.872233929727672441e-01,-2.980947173217584623e-01,2.928352005873695041e-01,-5.826662286565399695e-02
9.817477042468103487e-02,2.945243112740431046e-01,6.872233929727672441e-01,-4.019804427067754093e-01,-3.208729655704397610e-01,2.163237211114023284e-02
2.945243112740431046e-01,2.945243112740431046e-01,6.872233929727672441e-01,-3.570761173397052901e-01,7.424123818801624253e-02,7.051185532167898451e-01
4.908738521234051744e-01,2.945243112740431046e-01,6.872233929727672441e-01,-5.946247438873286661e-01,7.084771845057494799e-01,1.383136712133272939e+00
6.872233929727672441e-01,2.945243112740431046e-01,6.872233929727672441e-01,-1.042987105519123991e+00,1.066823614286657618e+00,1.486119384370504060e+00
8.835729338221293139e-01,2.945243112740431046e-01,6.872233929727672441e-01,-1.385346325485080854e+00,8.628321549551253300e-01,7.240931190006779650e-01
1.079922474671491273e+00,2.945243112740431046e-01,6.872233929727672441e-01,-1.410821500577261522e+00,3.330261873129393146e-01,-4.706219268568797576e-01
1.276272015520853564e+00,2.945243112740431046e-01,6.872233929727672441e-01,-1.199886497171336552e+00,-1.359295932344192215e-01,-1.352030406399125972e+00
1.472621556370215412e+00,2.945243112740431046e-01,6.872233929727672441e-01,-1.004941130869805521e+00,-4.486900757755290514e-01,-1.477325571534590987e+00
1.668971097219577704e+00,2.945243112740431046e-01,6.872233929727672441e-01,-1.001815561382996878e+00,-6.759587947964462717e-01,-8.690540266190155405e-01
1.865320638068939552e+00,2.945243112740431046e-01,6.872233929727672441e-01,-1.133995344543850869e+00,-7.984719463323345368e-01,1.138890876393031659e-01
